seconds,event,why,moved,tank
54.989,fuel,wand,-0.0852509,60.5742
55.005,fuel,wand,-0.0852509,60.489
55.022,fuel,wand,-0.0852509,60.4037
55.038,fuel,wand,-0.0852509,60.3185
55.056,fuel,wand,-0.0852509,60.2332
55.072,fuel,wand,-0.0852509,60.148
55.088,fuel,wand,-0.0852509,60.0627
55.105,fuel,wand,-0.0852509,59.9775
55.123,fuel,wand,-0.0852509,59.8922
55.138,fuel,wand,-0.0852509,59.807
55.155,fuel,wand,-0.0852509,59.7217
55.172,fuel,wand,-0.0852509,59.6365
55.188,fuel,wand,-0.0852509,59.5512
55.205,fuel,wand,-0.0852509,59.466
55.222,fuel,wand,-0.0852509,59.3807
55.239,fuel,wand,-0.0852509,59.2955
55.255,fuel,wand,-0.0852509,59.2102
55.272,fuel,wand,-0.0852509,59.125
55.288,fuel,wand,-0.0852509,59.0397
55.306,fuel,wand,-0.0852509,58.9545
55.324,fuel,wand,-0.0852509,58.8692
55.338,fuel,wand,-0.0852509,58.784
55.355,fuel,wand,-0.0852509,58.6987
55.372,fuel,wand,-0.0852509,58.6135
55.389,fuel,wand,-0.0852509,58.5282
55.405,fuel,wand,-0.0852509,58.443
55.422,fuel,wand,-0.0852509,58.3577
55.438,fuel,wand,-0.0852509,58.2725
55.455,fuel,wand,-0.0852509,58.1872
56.146,fuel,wand,-0.0852509,58.102
56.155,fuel,wand,-0.0852509,58.0167
56.172,fuel,wand,-0.0852509,57.9315
56.189,fuel,wand,-0.0852509,57.8462
56.205,fuel,wand,-0.0852509,57.761
56.222,fuel,wand,-0.0852509,57.6757
56.238,fuel,wand,-0.0852509,57.5905
56.255,fuel,wand,-0.0852509,57.5052
56.272,fuel,wand,-0.0852509,57.42
56.29,fuel,wand,-0.0852509,57.3347
56.305,fuel,wand,-0.0852509,57.2495
56.322,fuel,wand,-0.0852509,57.1642
56.338,fuel,wand,-0.0852509,57.079
56.355,fuel,wand,-0.0852509,56.9937
56.372,fuel,wand,-0.0852509,56.9085
56.389,fuel,wand,-0.0852509,56.8232
56.405,fuel,wand,-0.0852509,56.738
56.422,fuel,wand,-0.0852509,56.6527
56.44,fuel,wand,-0.0852509,56.5675
56.455,fuel,wand,-0.0852509,56.4822
56.472,fuel,wand,-0.0852509,56.397
56.49,fuel,wand,-0.0852509,56.3117
56.505,fuel,wand,-0.0852509,56.2265
56.522,fuel,wand,-0.0852509,56.1412
56.538,fuel,wand,-0.0852509,56.056
56.555,fuel,wand,-0.0852509,55.9707
56.572,fuel,wand,-0.0852509,55.8855
56.588,fuel,wand,-0.0852509,55.8002
56.605,fuel,wand,-0.0852509,55.715
56.623,fuel,wand,-0.0852509,55.6297
56.638,fuel,wand,-0.0852509,55.5444
56.655,fuel,wand,-0.0852509,55.4592
56.673,fuel,wand,-0.0852509,55.3739
56.688,fuel,wand,-0.0852509,55.2887
56.705,fuel,wand,-0.0852509,55.2034
56.722,fuel,wand,-0.0852509,55.1182
56.74,fuel,wand,-0.0852509,55.0329
56.755,fuel,wand,-0.0852509,54.9477
56.772,fuel,wand,-0.0852509,54.8624
56.788,fuel,wand,-0.0852509,54.7772
56.805,fuel,wand,-0.0852509,54.6919
56.822,fuel,wand,-0.0852509,54.6067
56.84,fuel,wand,-0.0852509,54.5214
56.855,fuel,wand,-0.0852509,54.4362
56.872,fuel,wand,-0.0852509,54.3509
56.888,fuel,wand,-0.0852509,54.2657
56.905,fuel,wand,-0.0852509,54.1804
56.922,fuel,wand,-0.0852509,54.0952
56.938,fuel,wand,-0.0852509,54.0099
56.955,fuel,wand,-0.0852509,53.9247
56.974,fuel,wand,-0.0852509,53.8394
56.988,fuel,wand,-0.0852509,53.7542
57.005,fuel,wand,-0.0852509,53.6689
57.022,fuel,wand,-0.0852509,53.5837
57.038,fuel,wand,-0.0852509,53.4984
57.055,fuel,wand,-0.0852509,53.4132
57.072,fuel,wand,-0.0852509,53.3279
57.088,fuel,wand,-0.0852509,53.2427
57.105,fuel,wand,-0.0852509,53.1574
57.122,fuel,wand,-0.0852509,53.0722
57.14,fuel,wand,-0.0852509,52.9869
57.155,fuel,wand,-0.0852509,52.9017
57.172,fuel,wand,-0.0852509,52.8164
57.188,fuel,wand,-0.0852509,52.7312
57.205,fuel,wand,-0.0852509,52.6459
57.222,fuel,wand,-0.0852509,52.5607
57.388,fuel,swept,2,54.5607
57.388,fuel,swept,1,55.5607
58.106,fuel,swept,2,57.5607
58.529,fuel,wand,-0.0852509,57.4754
58.539,fuel,wand,-0.0852509,57.3902
58.555,fuel,wand,-0.0852509,57.3049
58.571,fuel,wand,-0.0852509,57.2197
58.588,fuel,wand,-0.0852509,57.1344
58.605,fuel,wand,-0.0852509,57.0492
58.621,fuel,wand,-0.0852509,56.9639
58.638,fuel,wand,-0.0852509,56.8787
58.655,fuel,wand,-0.0852509,56.7934
58.672,fuel,wand,-0.0852509,56.7082
58.69,fuel,wand,-0.0852509,56.6229
58.706,fuel,wand,-0.0852509,56.5377
58.722,fuel,wand,-0.0852509,56.4524
58.738,fuel,wand,-0.0852509,56.3672
58.755,fuel,wand,-0.0852509,56.2819
58.771,fuel,wand,-0.0852509,56.1967
58.788,fuel,wand,-0.0852509,56.1114
58.805,fuel,wand,-0.0852509,56.0262
58.822,fuel,wand,-0.0852509,55.9409
58.839,fuel,wand,-0.0852509,55.8557
58.856,fuel,wand,-0.0852509,55.7704
58.875,fuel,wand,-0.0852509,55.6852
58.888,fuel,wand,-0.0852509,55.5999
58.905,fuel,wand,-0.0852509,55.5146
58.921,fuel,wand,-0.0852509,55.4294
58.938,fuel,wand,-0.0852509,55.3441
58.955,fuel,wand,-0.0852509,55.2589
58.972,fuel,wand,-0.0852509,55.1736
59.172,fuel,swept,2,57.1736
59.488,fuel,swept,2,59.1736
59.971,fuel,swept,1,60.1736
60.271,fuel,swept,1,61.1736
60.705,fuel,swept,2,63.1736
61.021,fuel,swept,1,64.1736
61.021,fuel,swept,2,66.1736
61.605,fuel,swept,2,68.1736
64.014,fuel,pointmaker,-0.16375,68.0099
64.026,fuel,pointmaker,-0.16375,67.8461
64.038,fuel,pointmaker,-0.16375,67.6824
64.055,fuel,pointmaker,-0.16375,67.5186
64.072,fuel,pointmaker,-0.16375,67.3549
64.088,fuel,pointmaker,-0.16375,67.1911
64.105,fuel,pointmaker,-0.16375,67.0274
64.123,fuel,pointmaker,-0.16375,66.8636
64.138,fuel,pointmaker,-0.16375,66.6999
64.155,fuel,pointmaker,-0.16375,66.5361
64.171,fuel,pointmaker,-0.16375,66.3724
64.188,fuel,pointmaker,-0.16375,66.2086
64.205,fuel,pointmaker,-0.16375,66.0449
64.222,fuel,pointmaker,-0.16375,65.8811
64.238,fuel,pointmaker,-0.16375,65.7174
64.255,fuel,pointmaker,-0.16375,65.5536
64.271,fuel,pointmaker,-0.16375,65.3899
64.288,fuel,pointmaker,-0.16375,65.2262
64.304,fuel,pointmaker,-0.16375,65.0624
64.323,fuel,pointmaker,-0.16375,64.8987
64.338,fuel,pointmaker,-0.16375,64.7349
64.355,fuel,pointmaker,-0.16375,64.5712
64.371,fuel,pointmaker,-0.16375,64.4074
64.388,fuel,pointmaker,-0.16375,64.2437
64.405,fuel,pointmaker,-0.16375,64.0799
64.423,fuel,pointmaker,-0.16375,63.9162
64.438,fuel,pointmaker,-0.16375,63.7524
64.455,fuel,pointmaker,-0.16375,63.5887
64.471,fuel,pointmaker,-0.16375,63.4249
64.488,fuel,pointmaker,-0.16375,63.2612
64.505,fuel,pointmaker,-0.16375,63.0974
64.522,fuel,pointmaker,-0.16375,62.9337
64.538,fuel,pointmaker,-0.16375,62.7699
64.555,fuel,pointmaker,-0.16375,62.6062
64.571,fuel,pointmaker,-0.16375,62.4424
64.588,fuel,pointmaker,-0.16375,62.2787
64.605,fuel,pointmaker,-0.16375,62.1149
64.621,fuel,pointmaker,-0.16375,61.9512
64.639,fuel,pointmaker,-0.16375,61.7874
64.655,fuel,pointmaker,-0.16375,61.6237
64.671,fuel,pointmaker,-0.16375,61.4599
64.688,fuel,pointmaker,-0.16375,61.2962
64.705,fuel,pointmaker,-0.16375,61.1324
64.722,fuel,pointmaker,-0.16375,60.9687
64.738,fuel,pointmaker,-0.16375,60.8049
64.756,fuel,pointmaker,-0.16375,60.6412
64.771,fuel,pointmaker,-0.16375,60.4774
64.788,fuel,pointmaker,-0.16375,60.3137
64.805,fuel,pointmaker,-0.16375,60.1499
64.821,fuel,pointmaker,-0.16375,59.9862
64.838,fuel,pointmaker,-0.16375,59.8224
64.854,fuel,pointmaker,-0.16375,59.6587
64.873,fuel,pointmaker,-0.16375,59.4949
64.888,fuel,pointmaker,-0.16375,59.3312
64.905,fuel,pointmaker,-0.16375,59.1674
64.921,fuel,pointmaker,-0.16375,59.0037
64.938,fuel,pointmaker,-0.16375,58.8399
64.954,fuel,pointmaker,-0.16375,58.6762
64.971,fuel,pointmaker,-0.16375,58.5124
64.99,fuel,pointmaker,-0.16375,58.3487
65.005,fuel,pointmaker,-0.16375,58.1849
65.021,fuel,pointmaker,-0.16375,58.0212
65.038,fuel,pointmaker,-0.16375,57.8574
65.055,fuel,pointmaker,-0.16375,57.6937
65.071,fuel,pointmaker,-0.16375,57.5299
65.09,fuel,pointmaker,-0.16375,57.3662
65.105,fuel,pointmaker,-0.16375,57.2024
65.121,fuel,pointmaker,-0.16375,57.0387
65.138,fuel,pointmaker,-0.16375,56.8749
65.155,fuel,pointmaker,-0.16375,56.7112
65.171,fuel,pointmaker,-0.16375,56.5474
65.188,fuel,pointmaker,-0.16375,56.3837
65.206,fuel,pointmaker,-0.16375,56.2199
65.221,fuel,pointmaker,-0.16375,56.0562
65.238,fuel,pointmaker,-0.16375,55.8924
65.255,fuel,pointmaker,-0.16375,55.7287
65.271,fuel,pointmaker,-0.16375,55.5649
65.288,fuel,pointmaker,-0.16375,55.4012
65.304,fuel,pointmaker,-0.16375,55.2374
65.323,fuel,pointmaker,-0.16375,55.0737
65.338,fuel,pointmaker,-0.16375,54.9099
65.355,fuel,pointmaker,-0.16375,54.7462
65.371,fuel,pointmaker,-0.16375,54.5824
65.388,fuel,pointmaker,-0.16375,54.4187
65.405,fuel,pointmaker,-0.16375,54.2549
65.421,fuel,pointmaker,-0.16375,54.0912
65.439,fuel,pointmaker,-0.16375,53.9274
65.455,fuel,pointmaker,-0.16375,53.7637
65.471,fuel,pointmaker,-0.16375,53.5999
65.488,fuel,pointmaker,-0.16375,53.4362
65.504,fuel,pointmaker,-0.16375,53.2724
65.521,fuel,pointmaker,-0.16375,53.1087
65.538,fuel,pointmaker,-0.16375,52.9449
65.556,fuel,pointmaker,-0.16375,52.7812
65.571,fuel,pointmaker,-0.16375,52.6174
65.588,fuel,pointmaker,-0.16375,52.4537
65.604,fuel,pointmaker,-0.16375,52.2899
65.621,fuel,pointmaker,-0.16375,52.1262
65.638,fuel,pointmaker,-0.16375,51.9624
65.654,fuel,pointmaker,-0.16375,51.7987
65.673,fuel,pointmaker,-0.16375,51.6349
65.688,fuel,pointmaker,-0.16375,51.4712
65.705,fuel,pointmaker,-0.16375,51.3074
65.721,fuel,pointmaker,-0.16375,51.1437
65.738,fuel,pointmaker,-0.16375,50.9799
65.755,fuel,pointmaker,-0.16375,50.8162
65.771,fuel,pointmaker,-0.16375,50.6524
65.789,fuel,pointmaker,-0.16375,50.4887
65.805,fuel,pointmaker,-0.16375,50.3249
65.821,fuel,pointmaker,-0.16375,50.1612
65.838,fuel,pointmaker,-0.16375,49.9974
65.854,fuel,pointmaker,-0.16375,49.8337
65.871,fuel,pointmaker,-0.16375,49.6699
65.888,fuel,pointmaker,-0.16375,49.5062
65.906,fuel,pointmaker,-0.16375,49.3424
65.921,fuel,pointmaker,-0.16375,49.1787
65.938,fuel,pointmaker,-0.16375,49.0149
65.955,fuel,pointmaker,-0.16375,48.8512
65.972,fuel,pointmaker,-0.16375,48.6874
65.988,fuel,pointmaker,-0.16375,48.5237
66.004,fuel,pointmaker,-0.16375,48.3599
66.022,fuel,pointmaker,-0.16375,48.1962
66.038,fuel,pointmaker,-0.16375,48.0324
66.055,fuel,pointmaker,-0.16375,47.8687
66.071,fuel,pointmaker,-0.16375,47.7049
66.088,fuel,pointmaker,-0.16375,47.5412
66.105,fuel,pointmaker,-0.16375,47.3774
66.131,bored,B0-A,,
83.974,arrived,B1-A,,
123.26,fuel,pointmaker,-2.9475,44.4299
123.715,fuel,pointmaker,-2.9475,41.4824
127.034,fuel,wand,-0.0852509,41.3972
127.043,fuel,wand,-0.0852509,41.3119
127.06,fuel,wand,-0.0852509,41.2267
127.078,fuel,wand,-0.0852509,41.1414
127.093,fuel,wand,-0.0852509,41.0562
127.11,fuel,wand,-0.0852509,40.9709
127.129,fuel,wand,-0.0852509,40.8857
127.145,fuel,wand,-0.0852509,40.8004
127.16,fuel,wand,-0.0852509,40.7152
127.178,fuel,wand,-0.0852509,40.6299
127.193,fuel,wand,-0.0852509,40.5447
127.21,fuel,wand,-0.0852509,40.4594
127.226,fuel,wand,-0.0852509,40.3742
127.243,fuel,wand,-0.0852509,40.2889
127.26,fuel,wand,-0.0852509,40.2037
127.276,fuel,wand,-0.0852509,40.1184
127.293,fuel,wand,-0.0852509,40.0332
127.31,fuel,wand,-0.0852509,39.9479
127.326,fuel,wand,-0.0852509,39.8627
127.343,fuel,wand,-0.0852509,39.7774
127.36,fuel,wand,-0.0852509,39.6922
127.376,fuel,wand,-0.0852509,39.6069
127.393,fuel,wand,-0.0852509,39.5217
127.41,fuel,wand,-0.0852509,39.4364
127.426,fuel,wand,-0.0852509,39.3512
127.443,fuel,wand,-0.0852509,39.2659
127.46,fuel,wand,-0.0852509,39.1807
127.477,fuel,wand,-0.0852509,39.0954
127.493,fuel,wand,-0.0852509,39.0102
127.51,fuel,wand,-0.0852509,38.9249
127.526,fuel,wand,-0.0852509,38.8397
127.543,fuel,wand,-0.0852509,38.7544
127.56,fuel,wand,-0.0852509,38.6692
127.576,fuel,wand,-0.0852509,38.5839
127.593,fuel,wand,-0.0852509,38.4987
127.61,fuel,wand,-0.0852509,38.4134
127.627,fuel,wand,-0.0852509,38.3282
127.643,fuel,wand,-0.0852509,38.2429
127.66,fuel,wand,-0.0852509,38.1577
127.676,fuel,wand,-0.0852509,38.0724
127.693,fuel,wand,-0.0852509,37.9872
127.71,fuel,wand,-0.0852509,37.9019
127.727,fuel,wand,-0.0852509,37.8167
127.743,fuel,wand,-0.0852509,37.7314
127.761,fuel,wand,-0.0852509,37.6461
127.777,fuel,wand,-0.0852509,37.5609
127.793,fuel,wand,-0.0852509,37.4756
127.81,fuel,wand,-0.0852509,37.3904
127.826,fuel,wand,-0.0852509,37.3051
127.843,fuel,wand,-0.0852509,37.2199
127.86,fuel,wand,-0.0852509,37.1346
127.877,fuel,wand,-0.0852509,37.0494
127.894,fuel,wand,-0.0852509,36.9641
127.91,fuel,wand,-0.0852509,36.8789
127.926,fuel,wand,-0.0852509,36.7936
127.943,fuel,wand,-0.0852509,36.7084
127.96,fuel,wand,-0.0852509,36.6231
127.976,fuel,wand,-0.0852509,36.5379
127.993,fuel,wand,-0.0852509,36.4526
128.011,fuel,wand,-0.0852509,36.3674
128.028,fuel,wand,-0.0852509,36.2821
128.043,fuel,wand,-0.0852509,36.1969
128.06,fuel,wand,-0.0852509,36.1116
128.077,fuel,wand,-0.0852509,36.0264
128.093,fuel,wand,-0.0852509,35.9411
128.111,fuel,wand,-0.0852509,35.8559
128.126,fuel,wand,-0.0852509,35.7706
128.143,fuel,wand,-0.0852509,35.6854
128.16,fuel,wand,-0.0852509,35.6001
128.177,fuel,wand,-0.0852509,35.5149
128.195,fuel,wand,-0.0852509,35.4296
128.21,fuel,wand,-0.0852509,35.3444
128.226,fuel,wand,-0.0852509,35.2591
128.243,fuel,wand,-0.0852509,35.1739
128.26,fuel,wand,-0.0852509,35.0886
128.278,fuel,wand,-0.0852509,35.0034
128.293,fuel,wand,-0.0852509,34.9181
128.311,fuel,wand,-0.0852509,34.8329
128.327,fuel,wand,-0.0852509,34.7476
128.344,fuel,wand,-0.0852509,34.6624
128.36,fuel,wand,-0.0852509,34.5771
128.377,fuel,wand,-0.0852509,34.4919
128.393,fuel,wand,-0.0852509,34.4066
128.411,fuel,wand,-0.0852509,34.3214
128.427,fuel,wand,-0.0852509,34.2361
128.443,fuel,wand,-0.0852509,34.1509
128.46,fuel,wand,-0.0852509,34.0656
128.477,fuel,wand,-0.0852509,33.9804
128.493,fuel,wand,-0.0852509,33.8951
128.511,fuel,wand,-0.0852509,33.8099
128.526,fuel,wand,-0.0852509,33.7246
128.543,fuel,wand,-0.0852509,33.6394
128.561,fuel,wand,-0.0852509,33.5541
128.577,fuel,wand,-0.0852509,33.4689
128.593,fuel,wand,-0.0852509,33.3836
128.61,fuel,wand,-0.0852509,33.2984
128.626,fuel,wand,-0.0852509,33.2131
128.643,fuel,wand,-0.0852509,33.1279
128.66,fuel,wand,-0.0852509,33.0426
128.676,fuel,wand,-0.0852509,32.9574
128.694,fuel,wand,-0.0852509,32.8721
128.71,fuel,wand,-0.0852509,32.7868
128.726,fuel,wand,-0.0852509,32.7016
128.744,fuel,wand,-0.0852509,32.6163
128.76,fuel,wand,-0.0852509,32.5311
128.777,fuel,wand,-0.0852509,32.4458
128.793,fuel,wand,-0.0852509,32.3606
128.81,fuel,wand,-0.0852509,32.2753
128.827,fuel,wand,-0.0852509,32.1901
128.843,fuel,wand,-0.0852509,32.1048
128.86,fuel,wand,-0.0852509,32.0196
128.876,fuel,wand,-0.0852509,31.9343
128.893,fuel,wand,-0.0852509,31.8491
128.91,fuel,wand,-0.0852509,31.7638
128.927,fuel,wand,-0.0852509,31.6786
128.943,fuel,wand,-0.0852509,31.5933
128.96,fuel,wand,-0.0852509,31.5081
128.982,fuel,wand,-0.0852509,31.4228
128.993,fuel,wand,-0.0852509,31.3376
129.01,fuel,wand,-0.0852509,31.2523
129.028,fuel,wand,-0.0852509,31.1671
129.043,fuel,wand,-0.0852509,31.0818
129.06,fuel,wand,-0.0852509,30.9966
129.076,fuel,wand,-0.0852509,30.9113
129.093,fuel,wand,-0.0852509,30.8261
129.11,fuel,wand,-0.0852509,30.7408
129.126,fuel,wand,-0.0852509,30.6556
129.143,fuel,wand,-0.0852509,30.5703
129.161,fuel,wand,-0.0852509,30.4851
129.176,fuel,wand,-0.0852509,30.3998
129.193,fuel,wand,-0.0852509,30.3146
129.21,fuel,wand,-0.0852509,30.2293
129.226,fuel,wand,-0.0852509,30.1441
129.243,fuel,wand,-0.0852509,30.0588
129.26,fuel,wand,-0.0852509,29.9736
129.276,fuel,wand,-0.0852509,29.8883
129.295,fuel,wand,-0.0852509,29.8031
129.31,fuel,wand,-0.0852509,29.7178
129.327,fuel,wand,-0.0852509,29.6326
129.343,fuel,wand,-0.0852509,29.5473
129.36,fuel,wand,-0.0852509,29.4621
129.376,fuel,wand,-0.0852509,29.3768
129.393,fuel,wand,-0.0852509,29.2916
129.41,fuel,wand,-0.0852509,29.2063
129.426,fuel,wand,-0.0852509,29.1211
129.443,fuel,wand,-0.0852509,29.0358
129.461,fuel,wand,-0.0852509,28.9506
129.476,fuel,wand,-0.0852509,28.8653
129.493,fuel,wand,-0.0852509,28.7801
129.51,fuel,wand,-0.0852509,28.6948
129.527,fuel,wand,-0.0852509,28.6096
129.543,fuel,wand,-0.0852509,28.5243
129.56,fuel,wand,-0.0852509,28.4391
129.576,fuel,wand,-0.0852509,28.3538
129.593,fuel,wand,-0.0852509,28.2686
129.611,fuel,wand,-0.0852509,28.1833
129.626,fuel,wand,-0.0852509,28.0981
129.643,fuel,wand,-0.0852509,28.0128
129.66,fuel,wand,-0.0852509,27.9276
129.676,fuel,wand,-0.0852509,27.8423
129.693,fuel,wand,-0.0852509,27.757
129.71,fuel,wand,-0.0852509,27.6718
129.727,fuel,wand,-0.0852509,27.5865
129.744,fuel,wand,-0.0852509,27.5013
129.76,fuel,wand,-0.0852509,27.416
129.777,fuel,wand,-0.0852509,27.3308
129.793,fuel,wand,-0.0852509,27.2455
129.81,fuel,wand,-0.0852509,27.1603
129.826,fuel,wand,-0.0852509,27.075
129.843,fuel,wand,-0.0852509,26.9898
129.86,fuel,wand,-0.0852509,26.9045
129.877,fuel,wand,-0.0852509,26.8193
129.893,fuel,wand,-0.0852509,26.734
129.91,fuel,wand,-0.0852509,26.6488
129.928,fuel,wand,-0.0852509,26.5635
129.943,fuel,wand,-0.0852509,26.4783
129.96,fuel,wand,-0.0852509,26.393
129.976,fuel,wand,-0.0852509,26.3078
129.993,fuel,wand,-0.0852509,26.2225
130.01,fuel,wand,-0.0852509,26.1373
130.027,fuel,wand,-0.0852509,26.052
130.043,fuel,wand,-0.0852509,25.9668
130.061,fuel,wand,-0.0852509,25.8815
130.076,fuel,wand,-0.0852509,25.7963
130.093,fuel,wand,-0.0852509,25.711
130.11,fuel,wand,-0.0852509,25.6258
130.127,fuel,wand,-0.0852509,25.5405
130.143,fuel,wand,-0.0852509,25.4553
130.16,fuel,wand,-0.0852509,25.37
130.176,fuel,wand,-0.0852509,25.2848
130.194,fuel,wand,-0.0852509,25.1995
130.21,fuel,wand,-0.0852509,25.1143
130.228,fuel,wand,-0.0852509,25.029
130.243,fuel,wand,-0.0852509,24.9438
130.26,fuel,wand,-0.0852509,24.8585
130.278,fuel,wand,-0.0852509,24.7733
130.293,fuel,wand,-0.0852509,24.688
130.31,fuel,wand,-0.0852509,24.6028
130.327,fuel,wand,-0.0852509,24.5175
130.343,fuel,wand,-0.0852509,24.4323
130.36,fuel,wand,-0.0852509,24.347
130.376,fuel,wand,-0.0852509,24.2618
130.393,fuel,wand,-0.0852509,24.1765
130.411,fuel,wand,-0.0852509,24.0913
130.426,fuel,wand,-0.0852509,24.006
130.443,fuel,wand,-0.0852509,23.9208
130.46,fuel,wand,-0.0852509,23.8355
131.026,fuel,swept,5,28.8355
131.268,fuel,wand,-0.0852509,28.7503
131.277,fuel,wand,-0.0852509,28.665
131.293,fuel,wand,-0.0852509,28.5798
131.31,fuel,wand,-0.0852509,28.4945
131.327,fuel,wand,-0.0852509,28.4093
131.343,fuel,wand,-0.0852509,28.324
131.36,fuel,wand,-0.0852509,28.2388
131.376,fuel,wand,-0.0852509,28.1535
131.393,fuel,wand,-0.0852509,28.0683
131.41,fuel,wand,-0.0852509,27.983
131.426,fuel,wand,-0.0852509,27.8978
131.443,fuel,wand,-0.0852509,27.8125
131.461,fuel,wand,-0.0852509,27.7272
131.476,fuel,wand,-0.0852509,27.642
131.493,fuel,wand,-0.0852509,27.5567
131.509,fuel,wand,-0.0852509,27.4715
131.527,fuel,wand,-0.0852509,27.3862
131.543,fuel,wand,-0.0852509,27.301
131.56,fuel,wand,-0.0852509,27.2157
131.576,fuel,wand,-0.0852509,27.1305
131.594,fuel,wand,-0.0852509,27.0452
131.61,fuel,wand,-0.0852509,26.96
131.626,fuel,wand,-0.0852509,26.8747
131.643,fuel,wand,-0.0852509,26.7895
131.66,fuel,wand,-0.0852509,26.7042
131.676,fuel,wand,-0.0852509,26.619
131.693,fuel,wand,-0.0852509,26.5337
131.71,fuel,wand,-0.0852509,26.4485
131.726,fuel,wand,-0.0852509,26.3632
131.745,fuel,wand,-0.0852509,26.278
131.76,fuel,wand,-0.0852509,26.1927
131.776,fuel,wand,-0.0852509,26.1075
131.793,fuel,wand,-0.0852509,26.0222
131.81,fuel,wand,-0.0852509,25.937
131.827,fuel,wand,-0.0852509,25.8517
131.843,fuel,wand,-0.0852509,25.7665
131.86,fuel,wand,-0.0852509,25.6812
131.877,fuel,wand,-0.0852509,25.596
131.894,fuel,wand,-0.0852509,25.5107
131.91,fuel,wand,-0.0852509,25.4255
131.926,fuel,wand,-0.0852509,25.3402
131.943,fuel,wand,-0.0852509,25.255
131.96,fuel,wand,-0.0852509,25.1697
131.976,fuel,wand,-0.0852509,25.0845
131.993,fuel,wand,-0.0852509,24.9992
132.01,fuel,wand,-0.0852509,24.914
132.026,fuel,wand,-0.0852509,24.8287
132.043,fuel,wand,-0.0852509,24.7435
132.06,fuel,wand,-0.0852509,24.6582
132.076,fuel,wand,-0.0852509,24.573
132.093,fuel,wand,-0.0852509,24.4877
132.11,fuel,wand,-0.0852509,24.4025
132.129,fuel,wand,-0.0852509,24.3172
132.143,fuel,wand,-0.0852509,24.232
132.16,fuel,wand,-0.0852509,24.1467
132.177,fuel,wand,-0.0852509,24.0615
132.194,fuel,wand,-0.0852509,23.9762
132.21,fuel,wand,-0.0852509,23.891
132.226,fuel,wand,-0.0852509,23.8057
132.243,fuel,wand,-0.0852509,23.7205
132.26,fuel,wand,-0.0852509,23.6352
132.276,fuel,wand,-0.0852509,23.55
132.293,fuel,wand,-0.0852509,23.4647
132.309,fuel,wand,-0.0852509,23.3795
132.326,fuel,wand,-0.0852509,23.2942
132.345,fuel,wand,-0.0852509,23.209
132.36,fuel,wand,-0.0852509,23.1237
132.376,fuel,wand,-0.0852509,23.0385
132.393,fuel,wand,-0.0852509,22.9532
132.41,fuel,wand,-0.0852509,22.868
132.428,fuel,wand,-0.0852509,22.7827
132.443,fuel,wand,-0.0852509,22.6974
132.46,fuel,wand,-0.0852509,22.6122
132.476,fuel,wand,-0.0852509,22.5269
132.493,fuel,wand,-0.0852509,22.4417
132.51,fuel,wand,-0.0852509,22.3564
132.526,fuel,wand,-0.0852509,22.2712
132.543,fuel,wand,-0.0852509,22.1859
132.56,fuel,wand,-0.0852509,22.1007
132.578,fuel,wand,-0.0852509,22.0154
132.593,fuel,wand,-0.0852509,21.9302
132.61,fuel,wand,-0.0852509,21.8449
133.051,fuel,wand,-0.0852509,21.7597
133.06,fuel,wand,-0.0852509,21.6744
133.076,fuel,wand,-0.0852509,21.5892
133.093,fuel,wand,-0.0852509,21.5039
133.109,fuel,wand,-0.0852509,21.4187
133.126,fuel,wand,-0.0852509,21.3334
133.144,fuel,wand,-0.0852509,21.2482
133.159,fuel,wand,-0.0852509,21.1629
133.176,fuel,wand,-0.0852509,21.0777
133.193,fuel,wand,-0.0852509,20.9924
133.21,fuel,wand,-0.0852509,20.9072
133.226,fuel,wand,-0.0852509,20.8219
133.243,fuel,wand,-0.0852509,20.7367
133.259,fuel,wand,-0.0852509,20.6514
133.278,fuel,wand,-0.0852509,20.5662
133.293,fuel,wand,-0.0852509,20.4809
133.31,fuel,wand,-0.0852509,20.3957
133.326,fuel,wand,-0.0852509,20.3104
133.343,fuel,wand,-0.0852509,20.2252
133.36,fuel,wand,-0.0852509,20.1399
133.376,fuel,wand,-0.0852509,20.0547
133.393,fuel,wand,-0.0852509,19.9694
133.393,fuel,swept,4,23.9694
133.41,fuel,wand,-0.0852509,23.8842
133.426,fuel,wand,-0.0852509,23.7989
133.443,fuel,wand,-0.0852509,23.7137
133.461,fuel,wand,-0.0852509,23.6284
133.476,fuel,wand,-0.0852509,23.5432
133.493,fuel,wand,-0.0852509,23.4579
133.509,fuel,wand,-0.0852509,23.3727
133.526,fuel,wand,-0.0852509,23.2874
133.543,fuel,wand,-0.0852509,23.2022
133.56,fuel,wand,-0.0852509,23.1169
133.576,fuel,wand,-0.0852509,23.0317
133.595,fuel,wand,-0.0852509,22.9464
133.61,fuel,wand,-0.0852509,22.8612
133.627,fuel,wand,-0.0852509,22.7759
133.643,fuel,wand,-0.0852509,22.6907
133.66,fuel,wand,-0.0852509,22.6054
133.677,fuel,wand,-0.0852509,22.5202
133.693,fuel,wand,-0.0852509,22.4349
133.709,fuel,wand,-0.0852509,22.3497
133.726,fuel,wand,-0.0852509,22.2644
133.743,fuel,wand,-0.0852509,22.1792
133.761,fuel,wand,-0.0852509,22.0939
133.777,fuel,wand,-0.0852509,22.0087
133.793,fuel,wand,-0.0852509,21.9234
